MOF_name,fun,delta_FE,delta_dLM_FE,delta_vdw,delta_ebond,delta_eang,delta_edihe,delta_eimp,parent_VF,parent_Hs_frac,parent_SA_vol,parent_SA_gra,parent_inv_dens,parent_dens_atoms_UC,total_fun_mass,fun_rotations,fun_Ks_CX,fun_equiDist_CX,fun_Ks_extra,fun_equiDist_extra,fun_height,fun_EleDiff_CX,fun_EleDiff_Xres,fun_eps_eff,fun_sig_eff,hs_per_fun
SR_geo_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_3-1B_4H_Chnl,4H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.856725,0.330188679245283,1556.7,5843.47,3.753767844,0.016620883,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_iab_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_1-1B_4Br_Chnl_1-ntn_edge,4Br,-0.4885395300000006,-0.48853953,0.5840000000000001,0.3429999999999999,-0.0709999999999999,2.3329999999999997,0.0,0.770525,0.2784810126582278,2336.17,4706.44,2.014593717,0.025971712,319.616,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,0.0
SR_yac_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-3c_B_Ch_v6-3c_B_Ch_v7-3c_B_Ch_v8-3c_B_Ch_2-ntn_edge_3-1B_2CF3_Chnl_2-ntn_edge,2CF3,-2.248931419999998,-2.356074271,-0.4420000000000001,-0.3159999999999998,0.2759999999999998,0.1699999999999999,-0.077,0.6447,0.2608695652173913,2509.46,3594.18,1.432252317,0.029825108,140.02768,3.0,1547.84544496,1.486,1747.93181432,1.38152,1.9944,0.0,4.29,1.06692,11.061,2.0
SR_mfj_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-4c_Cu_1_Ch_1-2B_2NO2_Chnl_4-ntn_edge,2NO2,0.0408791499999985,0.0002011770000001,-0.0620000000000002,-0.1130000000000004,0.0469999999999997,0.6589999999999998,0.004,0.68395,0.2241379310344827,2705.05,3588.49,1.326588955,0.034824606,94.02568,2.0,2349.09512664,1.4222,4052.91783224,1.26107,2.0518,0.49,0.8,0.790776,7.496,2.0
SR_sty_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-1B_2NO2_Chnl,2NO2,-0.0941161900000011,-0.1441161979999999,-0.2370000000000001,-0.149,0.052,0.9249999999999998,0.0089999999999999,0.7262,0.238095238095238,2338.3,3648.69,1.560403208,0.026570365,94.02568,2.0,2349.09512664,1.4222,4052.91783224,1.26107,2.0518,0.49,0.8,0.790776,7.496,2.0
SR_zmj_v1-4c_Cu_1_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_3-ntn_edge_1-1B_2Br_Chnl_1-ntn_edge,2Br,-0.5605529099999984,-0.5605529070000004,-0.2949999999999999,-0.0789999999999997,0.0310000000000001,0.8170000000000002,0.006,0.791525,0.25,1724.3,3812.12,2.210819308,0.022258353,161.82368,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,2.0
SR_yac_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-3c_B_Ch_v6-3c_B_Ch_v7-3c_B_Ch_v8-3c_B_Ch_1-ntn_edge_1-1B_4H_Chnl_1-ntn_edge_1-1B_4H_Chnl_3-ntn_edge,4H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67085,0.208955223880597,2394.94,3105.25,1.296588029,0.029052724,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_yac_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-3c_B_Ch_v6-3c_B_Ch_v7-3c_B_Ch_v8-3c_B_Ch_4-ntn_edge_1-1B_2CH3_Chnl_2-ntn_edge,2CH3,-0.2833191499999969,-0.3544398280000003,-0.2450000000000001,-0.1560000000000005,0.1049999999999999,-0.0469999999999997,-0.068,0.5877,0.1935483870967742,2407.64,2539.48,1.054762199,0.034578189,32.08568,3.0,1385.19432776,1.1094,1385.19432776,1.1094,1.8861,0.0,-1.05,0.991608,9.378,8.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-2B_2NH2_Chnl_1-ntn_edge,2NH2,-0.6860951700000015,-0.731165586,-0.7279999999999998,-0.2259999999999999,0.203,0.2709999999999999,-0.025,0.9086,0.3392857142857143,1052.8,6269.93,5.955465032,0.010663295,34.05968,2.0,2344.16520312,1.42319,2208.74933184,1.04442,1.7385,0.49,-1.68,0.656888,6.182,6.0
SR_fjh_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_1-ntn_edge_1-1B_2SH_Chnl,2SH,-0.108339990000001,-0.147625713,-0.4080000000000003,-0.1110000000000002,0.084,1.121,-0.005,0.68185,0.2372881355932203,2256.78,3192.84,1.414775348,0.033172672,68.16168,1.0,1260.62572752,1.78592,959.35253984,1.40733,1.9477,0.03,-0.38,1.330512,3.271,4.0
SR_zyg_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_2-1B_2NO2_Chnl,2NO2,0.0767717599999997,0.0309384299999999,-0.1559999999999997,-0.0870000000000001,0.1980000000000001,2.063,0.03,0.86135,0.3265306122448979,1531.0,5765.48,3.765811702,0.014136633,94.02568,2.0,2349.09512664,1.4222,4052.91783224,1.26107,2.0518,0.49,0.8,0.790776,7.496,2.0
SR_yac_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-3c_B_Ch_v6-3c_B_Ch_v7-3c_B_Ch_v8-3c_B_Ch_1-ntn_edge_1-1B_2OH_Chnl_2-ntn_edge_2-1B_2OH_Chnl_1-ntn_edge,2OH,-0.4375837699999998,-0.4788153619999999,-0.2800000000000002,-0.157,-0.004,0.629,-0.012,0.761525,0.2528735632183908,2080.38,4053.91,1.948641602,0.0215775,36.02968,1.0,2395.17435544,1.36631,2342.81619784,0.99025,1.6062,0.89,-1.24,0.435136,3.066,4.0
SR_zmj_v1-4c_Cu_1_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_5-2B_2NO2_Chnl,2NO2,-0.3140066899999993,-0.3538256889999999,-0.1459999999999999,-0.0729999999999999,0.2299999999999999,2.0749999999999997,0.026,0.936925,0.3484848484848485,704.982,6628.1,9.401765652,0.006962924,94.02568,2.0,2349.09512664,1.4222,4052.91783224,1.26107,2.0518,0.49,0.8,0.790776,7.496,2.0
SR_hyx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_1-ntn_edge_2-2B_2SH_Chnl,2SH,-1.2237569499999983,-1.24915377,-0.5409999999999999,-0.0949999999999997,0.173,1.271,-0.0209999999999999,0.878875,0.3392857142857143,1400.49,6251.01,4.463448818,0.01422743,68.16168,1.0,1260.62572752,1.78592,959.35253984,1.40733,1.9477,0.03,-0.38,1.330512,3.271,4.0
SR_mfj_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-4c_Cu_1_Ch_1-2B_4F_Chnl_1-ntn_edge_1-2B_4F_Chnl_2-ntn_edge,4F,-1.1817037299999988,-1.1817037309999998,0.0369999999999999,-0.0089999999999998,-0.01,0.4630000000000001,0.002,0.7687,0.2692307692307692,2265.68,4445.46,1.962084676,0.026353095,75.992,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,0.0
SR_fmj_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_1-2B_4H_Chnl_2-ntn_edge_1-2B_4H_Chnl,4H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.829425,0.303030303030303,1837.7,5314.56,2.891953717,0.019421583,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_ffc_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_1-2B_2NH2_Chnl_1-ntn_edge,2NH2,-0.4801693100000008,-0.541679102,-0.6319999999999997,-0.2650000000000001,0.1800000000000001,0.4409999999999998,-0.0239999999999999,0.884625,0.3193277310924369,1342.72,5806.75,4.324604839,0.013653634,34.05968,2.0,2344.16520312,1.42319,2208.74933184,1.04442,1.7385,0.49,-1.68,0.656888,6.182,6.0
SR_yac_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-3c_B_Ch_v6-3c_B_Ch_v7-3c_B_Ch_v8-3c_B_Ch_4-ntn_edge_1-1B_2SH_Chnl_2-ntn_edge,2SH,-0.0749436899999977,-0.1002310319999999,-0.173,-0.0300000000000002,0.0839999999999996,0.3280000000000003,-0.044,0.5877,0.1935483870967742,2407.64,2539.48,1.054762199,0.034578189,68.16168,1.0,1260.62572752,1.78592,959.35253984,1.40733,1.9477,0.03,-0.38,1.330512,3.271,4.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_2-ntn_edge_2-1B_4CN_Chnl_1-ntn_edge,4CN,0.3637816499999999,0.3022790180000001,-0.193,-0.0299999999999998,0.042,1.153,-0.0219999999999999,0.757675,0.2840909090909091,2071.78,4531.43,2.187212245,0.02461392,104.072,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,0.0
SR_fmj_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_3-ntn_edge_1-1B_2NH2_Chnl,2NH2,0.6322619799999991,0.5586012609999997,-0.189,-0.125,0.278,0.5910000000000002,-0.0279999999999999,0.574125,0.2372881355932203,2649.54,2905.82,1.096728131,0.042785853,34.05968,2.0,2344.16520312,1.42319,2208.74933184,1.04442,1.7385,0.49,-1.68,0.656888,6.182,6.0
SR_gee_v1-4c_Cu_1_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_1-2B_4H_Chnl_1-ntn_edge,4H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.848925,0.3193277310924369,1225.4,4476.57,3.653141519,0.016163354,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_hyx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_2-ntn_edge_1-1B_2NO2_Chnl,2NO2,-0.2725189000000014,-0.3332085499999997,-0.3540000000000001,-0.1549999999999998,0.0769999999999999,1.1719999999999997,0.012,0.6418,0.2692307692307692,2619.6,3595.64,1.372593158,0.03767503,94.02568,2.0,2349.09512664,1.4222,4052.91783224,1.26107,2.0518,0.49,0.8,0.790776,7.496,2.0
SR_zyg_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_2-2B_4H_Chnl,4H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.926125,0.3544303797468354,867.072,6774.78,7.813415635,0.0072527,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_zmj_v1-4c_Cu_1_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_1-ntn_edge_1-1B_2F_Chnl_3-ntn_edge,2F,0.2869463799999998,0.2869463769999996,0.0089999999999998,0.0110000000000001,0.0129999999999999,0.3120000000000003,0.004,0.69585,0.2075471698113207,2291.46,3165.43,1.381406272,0.032158399,40.01168,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,2.0
SR_nox_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_2SH_Chnl,2SH,-1.0630423899999997,-1.082139616,-0.2949999999999999,-0.004,0.2059999999999999,0.6240000000000006,-0.02,0.90465,0.3384615384615385,1074.64,6118.02,5.693074944,0.011343499,68.16168,1.0,1260.62572752,1.78592,959.35253984,1.40733,1.9477,0.03,-0.38,1.330512,3.271,4.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-ntn_edge_4-1B_4H_Chnl,4H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8137,0.3009708737864077,1820.17,5102.44,2.803271979,0.020142016,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_zmj_v1-4c_Cu_1_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_4-ntn_edge_1-1B_2CN_Chnl,2CN,-0.1441373400000003,-0.165189972,-0.0669999999999997,-0.0579999999999993,0.028,-0.0539999999999998,-0.012,0.74025,0.2241379310344827,2176.98,3586.86,1.647628321,0.02803908,54.05168,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,2.0
SR_tfb_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-1B_2NH2_Chnl_1-ntn_edge,2NH2,-0.5558128499999988,-0.6058128570000001,-0.4259999999999997,-0.3519999999999994,-0.1269999999999997,0.411,-0.006,0.757575,0.238095238095238,2090.38,3845.99,1.839855314,0.0259673,34.05968,2.0,2344.16520312,1.42319,2208.74933184,1.04442,1.7385,0.49,-1.68,0.656888,6.182,6.0
SR_zmj_v1-4c_Cu_1_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_2-ntn_edge_3-1B_4H_Chnl,4H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83075,0.2959183673469387,1604.65,4892.11,3.048706129,0.018253282,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_lwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_v3-3c_B_Ch_1-1B_4CN_Chnl_1-ntn_edge_1-1B_4CN_Chnl,4CN,0.4808337399999978,0.4343810279999998,0.0539999999999998,0.165,0.1920000000000001,0.4990000000000005,-0.0349999999999999,0.692775,0.2878787878787879,2331.39,3908.63,1.676524631,0.032988185,104.072,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,0.0
SR_yac_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-3c_B_Ch_v6-3c_B_Ch_v7-3c_B_Ch_v8-3c_B_Ch_1-ntn_edge_1-1B_4CN_Chnl_1-ntn_edge_2-1B_4CN_Chnl_2-ntn_edge,4CN,0.9401135500000032,0.8674942960000003,0.383,0.189,0.4140000000000001,0.359,-0.0989999999999999,0.61185,0.2337662337662337,2382.28,2929.57,1.229737008,0.03270099,104.072,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,0.0
SR_lwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_v3-3c_B_Ch_2-1B_2SH_Chnl_1-ntn_edge,2SH,-0.7245201399999992,-0.74986577,-0.5719999999999996,-0.1280000000000001,0.1169999999999999,1.419,-0.0039999999999999,0.83815,0.313953488372093,1669.78,5428.53,3.251038707,0.018293162,68.16168,1.0,1260.62572752,1.78592,959.35253984,1.40733,1.9477,0.03,-0.38,1.330512,3.271,4.0
SR_maw_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_2CN_Chnl,2CN,-0.4338517599999996,-0.452948984,-0.048,0.0669999999999997,0.2930000000000001,-0.1009999999999999,-0.0129999999999999,0.8422,0.3384615384615385,1737.09,6141.35,3.535430315,0.018266329,54.05168,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,2.0
SR_hof_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_2CF3_Chnl,2CF3,-2.095708159999999,-2.129108971,-0.5920000000000005,0.0110000000000001,0.7069999999999999,0.4649999999999998,-0.0269999999999999,0.935825,0.3619047619047619,786.831,6992.85,8.887387908,0.007813972,140.02768,3.0,1547.84544496,1.486,1747.93181432,1.38152,1.9944,0.0,4.29,1.06692,11.061,2.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-1B_4F_Chnl_1-ntn_edge_1-1B_4F_Chnl,4F,-1.515079280000002,-1.5150792860000002,0.1159999999999996,0.0050000000000003,-0.008,0.7809999999999997,-0.007,0.8056,0.3149606299212598,1843.98,5225.38,2.833752256,0.02095837,75.992,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,0.0
SR_zmj_v1-4c_Cu_1_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_1-2B_2NH2_Chnl_1-ntn_edge_1-2B_2NH2_Chnl_2-ntn_edge,2NH2,-0.6793698799999994,-0.733178807,-0.6199999999999997,-0.2259999999999999,0.1679999999999999,0.1550000000000002,-0.0289999999999999,0.8312,0.3203125,1604.04,5237.25,3.265039589,0.018315636,34.05968,2.0,2344.16520312,1.42319,2208.74933184,1.04442,1.7385,0.49,-1.68,0.656888,6.182,6.0
SR_mfj_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-4c_Cu_1_Ch_2-ntn_edge_2-1B_2NO2_Chnl_1-ntn_edge,2NO2,-0.3835590799999977,-0.44424873,-0.0899999999999998,-0.1479999999999997,0.0690000000000001,1.008,-0.0089999999999999,0.72205,0.2692307692307692,2376.76,4062.92,1.709439697,0.030251849,94.02568,2.0,2349.09512664,1.4222,4052.91783224,1.26107,2.0518,0.49,0.8,0.790776,7.496,2.0
SR_stx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-ntn_edge_1-2B_2F_Chnl,2F,-0.9148976699999984,-0.914897665,-0.0149999999999996,-0.0180000000000002,-0.0070000000000001,0.565,0.001,0.91005,0.3392857142857143,1024.29,6270.18,6.121487032,0.010374079,40.01168,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,2.0
SR_yac_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-3c_B_Ch_v6-3c_B_Ch_v7-3c_B_Ch_v8-3c_B_Ch_1-ntn_edge_1-1B_2NO2_Chnl_2-ntn_edge_3-1B_2NO2_Chnl,2NO2,-0.3136014699999983,-0.3903233570000002,-0.2080000000000001,-0.2570000000000001,0.0699999999999998,1.6800000000000002,0.005,0.7913,0.268041237113402,1941.07,4393.77,2.263575227,0.019461319,94.02568,2.0,2349.09512664,1.4222,4052.91783224,1.26107,2.0518,0.49,0.8,0.790776,7.496,2.0
SR_fog_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-ntn_edge_1-1B_2OH_Chnl,2OH,-0.4517165200000015,-0.4839509559999999,-0.2759999999999998,-0.1560000000000001,0.0109999999999998,0.7670000000000003,-0.0099999999999999,0.8247,0.3055555555555556,1819.46,5207.12,2.861893601,0.017120937,36.02968,1.0,2395.17435544,1.36631,2342.81619784,0.99025,1.6062,0.89,-1.24,0.435136,3.066,4.0
SR_yac_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-3c_B_Ch_v6-3c_B_Ch_v7-3c_B_Ch_v8-3c_B_Ch_1-1B_2CN_Chnl_1-ntn_edge_3-1B_2CN_Chnl_2-ntn_edge,2CN,-0.1149458100000018,-0.1566915559999999,-0.5680000000000001,-0.1749999999999998,0.1419999999999999,0.908,-0.003,0.773975,0.268041237113402,2142.06,4505.81,2.103496221,0.020655066,54.05168,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,2.0
SR_sur_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_2Br_Chnl,2Br,-0.8276338999999986,-0.827633902,-0.2770000000000001,0.0419999999999998,0.2080000000000001,1.5060000000000002,0.0059999999999999,0.869275,0.3170731707317073,1498.4,5606.64,3.741730775,0.015828167,161.82368,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,2.0
SR_fmj_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_3-1B_2CF3_Chnl_1-ntn_edge,2CF3,-1.9732356600000005,-2.077446178,-0.455,-0.262,0.4010000000000002,0.508,-0.0489999999999999,0.74625,0.2784810126582278,1930.01,3805.2,1.971593284,0.026538053,140.02768,3.0,1547.84544496,1.486,1747.93181432,1.38152,1.9944,0.0,4.29,1.06692,11.061,2.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-1B_4CN_Chnl_1-ntn_edge,4CN,0.6428381699999974,0.5843664040000001,0.0060000000000002,0.0310000000000001,0.1160000000000001,1.5349999999999997,-0.017,0.84585,0.3055555555555556,1678.78,5254.51,3.129959029,0.018282992,104.072,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,0.0
SR_yac_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-3c_B_Ch_v6-3c_B_Ch_v7-3c_B_Ch_v8-3c_B_Ch_3-2B_2CF3_Chnl_1-ntn_edge_2-2B_2CF3_Chnl_1-ntn_edge,2CF3,-2.1397429100000007,-2.218314339,-0.4390000000000005,-0.1030000000000002,0.591,0.536,-0.036,0.889225,0.3255813953488372,1174.87,5885.62,5.009593371,0.010185305,140.02768,3.0,1547.84544496,1.486,1747.93181432,1.38152,1.9944,0.0,4.29,1.06692,11.061,2.0
SR_mfj_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-4c_Cu_1_Ch_1-1B_2Br_Chnl_2-ntn_edge_2-1B_2Br_Chnl,2Br,-1.21032881,-1.2103288180000005,-0.3499999999999996,-0.0009999999999998,0.1029999999999999,0.883,0.0,0.789425,0.2903225806451613,2049.98,4766.8,2.325289382,0.02355778,161.82368,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,2.0
SR_zmj_v1-4c_Cu_1_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_2-1B_2NH2_Chnl_2-ntn_edge_1-1B_2NH2_Chnl,2NH2,-0.90509535,-0.966531514,-0.4670000000000001,-0.274,0.032,-0.0589999999999992,-0.032,0.790825,0.2771084337349397,1928.85,4444.26,2.304094376,0.022924205,34.05968,2.0,2344.16520312,1.42319,2208.74933184,1.04442,1.7385,0.49,-1.68,0.656888,6.182,6.0
SR_fmj_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-1B_4CN_Chnl_1-ntn_edge_1-1B_4CN_Chnl,4CN,0.1457793000000009,0.0733791299999999,0.133,0.0409999999999999,0.08,0.9419999999999996,-0.0559999999999999,0.802125,0.2921348314606741,1999.09,4962.33,2.482301192,0.021912141,104.072,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,0.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-2B_4F_Chnl_1-ntn_edge,4F,-1.74381773,-1.7438177290000003,0.6459999999999999,-0.0590000000000001,-0.0470000000000001,0.7040000000000006,-0.01,0.91195,0.3384615384615385,1017.37,6218.04,6.111909055,0.010537525,75.992,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,0.0
SR_mfj_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-4c_Cu_1_Ch_2-ntn_edge_2-1B_4H_Chnl_1-ntn_edge,4H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72205,0.2692307692307692,2376.76,4062.92,1.709439697,0.030251849,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_yao_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_v5-3c_B_Ch_1-ntn_edge_1-1B_2CH3_Chnl_2-ntn_edge,2CH3,-0.0931470899999986,-0.190205914,-0.7130000000000001,-0.3750000000000004,0.1009999999999999,0.8330000000000002,-0.0139999999999999,0.7367,0.2222222222222222,2399.87,3709.22,1.545590276,0.024970847,32.08568,3.0,1385.19432776,1.1094,1385.19432776,1.1094,1.8861,0.0,-1.05,0.991608,9.378,8.0
SR_lwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_v3-3c_B_Ch_1-1B_2NH2_Chnl_2-ntn_edge,2NH2,-0.2610167099999998,-0.2827558300000001,-0.492,-0.141,0.1400000000000001,0.258,0.008,0.6468,0.2391304347826087,2517.72,3265.67,1.297070696,0.037703584,34.05968,2.0,2344.16520312,1.42319,2208.74933184,1.04442,1.7385,0.49,-1.68,0.656888,6.182,6.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_2-1B_4F_Chnl_1-ntn_edge_2-1B_4F_Chnl,4F,-1.1538933500000006,-1.153893352,0.1939999999999999,0.0550000000000001,0.0509999999999999,0.855,0.0149999999999999,0.813775,0.3009708737864077,1664.95,4792.75,2.878609056,0.019615768,75.992,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,0.0
SR_gee_v1-4c_Cu_1_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_1-2B_2NO2_Chnl_1-ntn_edge,2NO2,-0.2702191200000001,-0.33172891,-0.0660000000000002,-0.1080000000000001,0.2269999999999998,1.7819999999999996,0.02,0.848925,0.3193277310924369,1225.4,4476.57,3.653141519,0.016163354,94.02568,2.0,2349.09512664,1.4222,4052.91783224,1.26107,2.0518,0.49,0.8,0.790776,7.496,2.0
SR_fog_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-ntn_edge_1-1B_2Br_Chnl,2Br,-0.939362899999999,-0.939362895,-0.4689999999999998,-0.0289999999999999,0.155,1.5260000000000002,0.004,0.8247,0.3055555555555556,1819.46,5207.12,2.861893601,0.017120937,161.82368,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,2.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_3-1B_2SH_Chnl_1-ntn_edge,2SH,-0.7725065200000003,-0.8003405370000003,-0.4300000000000001,-0.0199999999999995,0.159,0.8159999999999998,-0.018,0.7107,0.2990654205607476,2414.2,4568.73,1.892441211,0.029985032,68.16168,1.0,1260.62572752,1.78592,959.35253984,1.40733,1.9477,0.03,-0.38,1.330512,3.271,4.0
