MOF_name,fun,delta_FE,delta_dLM_FE,delta_SE,parent_VF,parent_Hs_frac,parent_SA_vol,parent_SA_gra,parent_inv_dens,parent_dens_atoms_UC,total_fun_mass,fun_rotations,fun_Ks_CX,fun_equiDist_CX,fun_Ks_extra,fun_equiDist_extra,fun_height,fun_EleDiff_CX,fun_EleDiff_Xres,fun_eps_eff,fun_sig_eff,hs_per_fun
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_1-ntn_edge_2-1B_2CN_Chnl_1-ntn_edge,2CN,-0.3758461199999985,-0.4033805449999998,0.1097718275722119,0.755925,0.2886597938144329,2226.82,4646.03,2.086402083,0.026426424,54.05168,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,2.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_1-ntn_edge_2-1B_2F_Chnl_1-ntn_edge,2F,-0.570122719999997,-0.5701227179999999,0.3108436395675262,0.755925,0.2886597938144329,2226.82,4646.03,2.086402083,0.026426424,40.01168,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,2.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_1-ntn_edge_2-1B_2NH2_Chnl_1-ntn_edge,2NH2,-0.5079218299999972,-0.5589856629999999,-0.1624479208593747,0.755925,0.2886597938144329,2226.82,4646.03,2.086402083,0.026426424,34.05968,2.0,2344.16520312,1.42319,2208.74933184,1.04442,1.7385,0.49,-1.68,0.656888,6.182,6.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_1-ntn_edge_2-1B_2NO2_Chnl_1-ntn_edge,2NO2,-0.2842514999999999,-0.335315341,1.1718612964141748,0.755925,0.2886597938144329,2226.82,4646.03,2.086402083,0.026426424,94.02568,2.0,2349.09512664,1.4222,4052.91783224,1.26107,2.0518,0.49,0.8,0.790776,7.496,2.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_1-ntn_edge_2-1B_2OH_Chnl_1-ntn_edge,2OH,-0.6493466300000001,-0.6768810519999999,0.0601927145502223,0.755925,0.2886597938144329,2226.82,4646.03,2.086402083,0.026426424,36.02968,1.0,2395.17435544,1.36631,2342.81619784,0.99025,1.6062,0.89,-1.24,0.435136,3.066,4.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_1-ntn_edge_2-1B_2SH_Chnl_1-ntn_edge,2SH,-0.6778517599999994,-0.7053861829999999,0.7631505972251897,0.755925,0.2886597938144329,2226.82,4646.03,2.086402083,0.026426424,68.16168,1.0,1260.62572752,1.78592,959.35253984,1.40733,1.9477,0.03,-0.38,1.330512,3.271,4.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_1-ntn_edge_2-1B_4Br_Chnl_1-ntn_edge,4Br,-0.6617481299999994,-0.661748134,2.3074312721972667,0.755925,0.2886597938144329,2226.82,4646.03,2.086402083,0.026426424,319.616,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,0.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_1-ntn_edge_2-1B_4CN_Chnl_1-ntn_edge,4CN,0.2587711100000014,0.2077072750000002,1.003515475410515,0.755925,0.2886597938144329,2226.82,4646.03,2.086402083,0.026426424,104.072,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,0.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_1-ntn_edge_2-1B_4F_Chnl_1-ntn_edge,4F,-1.076453909999998,-1.076453913,0.6514156666177175,0.755925,0.2886597938144329,2226.82,4646.03,2.086402083,0.026426424,75.992,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,0.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_1-ntn_edge_3-1B_4H_Chnl,4H,0.0,0.0,0.0,0.8566,0.3211678832116788,1461.0,5598.53,3.831975537,0.015786538,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_1-ntn_edge_3-1B_2Br_Chnl,2Br,-0.99478195,-0.99478194,1.2837860500392733,0.8566,0.3211678832116788,1461.0,5598.53,3.831975537,0.015786538,161.82368,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,2.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_1-ntn_edge_3-1B_2CF3_Chnl,2CF3,-1.586745350000001,-1.651695332,0.8342455651292333,0.8566,0.3211678832116788,1461.0,5598.53,3.831975537,0.015786538,140.02768,3.0,1547.84544496,1.486,1747.93181432,1.38152,1.9944,0.0,4.29,1.06692,11.061,2.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_1-ntn_edge_3-1B_2CH3_Chnl,2CH3,-0.4021508999999987,-0.467100876,-0.4505440269263969,0.8566,0.3211678832116788,1461.0,5598.53,3.831975537,0.015786538,32.08568,3.0,1385.19432776,1.1094,1385.19432776,1.1094,1.8861,0.0,-1.05,0.991608,9.378,8.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_1-ntn_edge_3-1B_2CN_Chnl,2CN,-0.3040383099999992,-0.330306969,0.4459259973224139,0.8566,0.3211678832116788,1461.0,5598.53,3.831975537,0.015786538,54.05168,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,2.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_1-ntn_edge_3-1B_2F_Chnl,2F,-0.6845759600000001,-0.684575955,0.4837233785299872,0.8566,0.3211678832116788,1461.0,5598.53,3.831975537,0.015786538,40.01168,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,2.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_1-ntn_edge_3-1B_2NH2_Chnl,2NH2,-0.4859946999999991,-0.533468177,0.1074288151517439,0.8566,0.3211678832116788,1461.0,5598.53,3.831975537,0.015786538,34.05968,2.0,2344.16520312,1.42319,2208.74933184,1.04442,1.7385,0.49,-1.68,0.656888,6.182,6.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_1-ntn_edge_3-1B_2NO2_Chnl,2NO2,-0.0874259399999992,-0.1348994160000001,1.911489424208048,0.8566,0.3211678832116788,1461.0,5598.53,3.831975537,0.015786538,94.02568,2.0,2349.09512664,1.4222,4052.91783224,1.26107,2.0518,0.49,0.8,0.790776,7.496,2.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_1-ntn_edge_3-1B_2OH_Chnl,2OH,-0.5562994599999982,-0.582568112,0.2685015079758592,0.8566,0.3211678832116788,1461.0,5598.53,3.831975537,0.015786538,36.02968,1.0,2395.17435544,1.36631,2342.81619784,0.99025,1.6062,0.89,-1.24,0.435136,3.066,4.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_1-ntn_edge_3-1B_2SH_Chnl,2SH,-0.7302033600000009,-0.7564720130000001,1.274573649154366,0.8566,0.3211678832116788,1461.0,5598.53,3.831975537,0.015786538,68.16168,1.0,1260.62572752,1.78592,959.35253984,1.40733,1.9477,0.03,-0.38,1.330512,3.271,4.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_1-ntn_edge_3-1B_4Br_Chnl,4Br,-0.4522530399999986,-0.4522530370000001,3.811981657527273,0.8566,0.3211678832116788,1461.0,5598.53,3.831975537,0.015786538,319.616,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,0.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_1-ntn_edge_3-1B_4CN_Chnl,4CN,0.6537917899999997,0.6063183169999999,1.750263265805856,0.8566,0.3211678832116788,1461.0,5598.53,3.831975537,0.015786538,104.072,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,0.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_1-ntn_edge_3-1B_4F_Chnl,4F,-1.5586471999999991,-1.5586471940000002,0.952244009996889,0.8566,0.3211678832116788,1461.0,5598.53,3.831975537,0.015786538,75.992,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,0.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-1B_4H_Chnl_1-ntn_edge_1-1B_4H_Chnl,4H,0.0,0.0,0.0,0.8056,0.3149606299212598,1843.98,5225.38,2.833752256,0.02095837,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-1B_2Br_Chnl_1-ntn_edge_1-1B_2Br_Chnl,2Br,-1.2009936799999998,-1.200993686,1.0010035905630197,0.8056,0.3149606299212598,1843.98,5225.38,2.833752256,0.02095837,161.82368,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,2.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-1B_2CF3_Chnl_1-ntn_edge_1-1B_2CF3_Chnl,2CF3,-2.130031340000002,-2.197365196,0.32613879929354,0.8056,0.3149606299212598,1843.98,5225.38,2.833752256,0.02095837,140.02768,3.0,1547.84544496,1.486,1747.93181432,1.38152,1.9944,0.0,4.29,1.06692,11.061,2.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-1B_2CH3_Chnl_1-ntn_edge_1-1B_2CH3_Chnl,2CH3,-0.99143574,-1.058769594,-1.040285930308702,0.8056,0.3149606299212598,1843.98,5225.38,2.833752256,0.02095837,32.08568,3.0,1385.19432776,1.1094,1385.19432776,1.1094,1.8861,0.0,-1.05,0.991608,9.378,8.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-1B_2CN_Chnl_1-ntn_edge_1-1B_2CN_Chnl,2CN,-0.6451378200000022,-0.6721364200000002,0.2081802566004498,0.8056,0.3149606299212598,1843.98,5225.38,2.833752256,0.02095837,54.05168,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,2.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-1B_2F_Chnl_1-ntn_edge_1-1B_2F_Chnl,2F,-0.8917078000000025,-0.8917078040000002,0.4813085062982747,0.8056,0.3149606299212598,1843.98,5225.38,2.833752256,0.02095837,40.01168,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,2.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-1B_2NH2_Chnl_1-ntn_edge_1-1B_2NH2_Chnl,2NH2,-0.8448325200000006,-0.8938562930000002,-0.2314325621336213,0.8056,0.3149606299212598,1843.98,5225.38,2.833752256,0.02095837,34.05968,2.0,2344.16520312,1.42319,2208.74933184,1.04442,1.7385,0.49,-1.68,0.656888,6.182,6.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-1B_2NO2_Chnl_1-ntn_edge_1-1B_2NO2_Chnl,2NO2,-0.4646725700000012,-0.5136963380000004,1.5615563059638389,0.8056,0.3149606299212598,1843.98,5225.38,2.833752256,0.02095837,94.02568,2.0,2349.09512664,1.4222,4052.91783224,1.26107,2.0518,0.49,0.8,0.790776,7.496,2.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-1B_2OH_Chnl_1-ntn_edge_1-1B_2OH_Chnl,2OH,-0.90626958,-0.9332681860000004,0.0212314671391133,0.8056,0.3149606299212598,1843.98,5225.38,2.833752256,0.02095837,36.02968,1.0,2395.17435544,1.36631,2342.81619784,0.99025,1.6062,0.89,-1.24,0.435136,3.066,4.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-1B_2SH_Chnl_1-ntn_edge_1-1B_2SH_Chnl,2SH,-1.0668399100000023,-1.093838516,0.9658097361181212,0.8056,0.3149606299212598,1843.98,5225.38,2.833752256,0.02095837,68.16168,1.0,1260.62572752,1.78592,959.35253984,1.40733,1.9477,0.03,-0.38,1.330512,3.271,4.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-1B_4Br_Chnl_1-ntn_edge_1-1B_4Br_Chnl,4Br,-0.9438569200000018,-0.9438569290000004,3.3313279077945666,0.8056,0.3149606299212598,1843.98,5225.38,2.833752256,0.02095837,319.616,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,0.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-1B_4CN_Chnl_1-ntn_edge_1-1B_4CN_Chnl,4CN,-0.0814315600000021,-0.1304553260000003,1.1594133869718046,0.8056,0.3149606299212598,1843.98,5225.38,2.833752256,0.02095837,104.072,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,0.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-1B_4F_Chnl_1-ntn_edge_1-1B_4F_Chnl,4F,-1.515079280000002,-1.5150792860000002,1.120295649209833,0.8056,0.3149606299212598,1843.98,5225.38,2.833752256,0.02095837,75.992,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,0.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-ntn_edge_1-1B_4H_Chnl_1-ntn_edge,4H,0.0,0.0,0.0,0.7485,0.2597402597402597,2213.0,4106.85,1.855786807,0.027541508,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-ntn_edge_1-1B_2Br_Chnl_1-ntn_edge,2Br,-0.3518325600000018,-0.35183256,0.5525657124808063,0.7485,0.2597402597402597,2213.0,4106.85,1.855786807,0.027541508,161.82368,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,2.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-ntn_edge_1-1B_2CF3_Chnl_1-ntn_edge,2CF3,-0.5880962200000006,-0.65032124,0.5042753893946958,0.7485,0.2597402597402597,2213.0,4106.85,1.855786807,0.027541508,140.02768,3.0,1547.84544496,1.486,1747.93181432,1.38152,1.9944,0.0,4.29,1.06692,11.061,2.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-ntn_edge_1-1B_2CH3_Chnl_1-ntn_edge,2CH3,-0.2216668099999985,-0.2838918340000003,-0.2768854160553751,0.7485,0.2597402597402597,2213.0,4106.85,1.855786807,0.027541508,32.08568,3.0,1385.19432776,1.1094,1385.19432776,1.1094,1.8861,0.0,-1.05,0.991608,9.378,8.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-ntn_edge_1-1B_2CN_Chnl_1-ntn_edge,2CN,0.0042031199999996,-0.0186659119999998,0.1529252582130507,0.7485,0.2597402597402597,2213.0,4106.85,1.855786807,0.027541508,54.05168,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,2.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-ntn_edge_1-1B_2F_Chnl_1-ntn_edge,2F,-0.2643210200000006,-0.2643210200000001,0.196264847043329,0.7485,0.2597402597402597,2213.0,4106.85,1.855786807,0.027541508,40.01168,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,2.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-ntn_edge_1-1B_2NH2_Chnl_1-ntn_edge,2NH2,-0.2849925300000002,-0.328499458,0.0783750088374048,0.7485,0.2597402597402597,2213.0,4106.85,1.855786807,0.027541508,34.05968,2.0,2344.16520312,1.42319,2208.74933184,1.04442,1.7385,0.49,-1.68,0.656888,6.182,6.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-ntn_edge_1-1B_2NO2_Chnl_1-ntn_edge,2NO2,-0.0445286799999991,-0.0880356049999999,0.735467269071524,0.7485,0.2597402597402597,2213.0,4106.85,1.855786807,0.027541508,94.02568,2.0,2349.09512664,1.4222,4052.91783224,1.26107,2.0518,0.49,0.8,0.790776,7.496,2.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-ntn_edge_1-1B_2OH_Chnl_1-ntn_edge,2OH,-0.3281817899999986,-0.3510508220000001,0.0579263931550251,0.7485,0.2597402597402597,2213.0,4106.85,1.855786807,0.027541508,36.02968,1.0,2395.17435544,1.36631,2342.81619784,0.99025,1.6062,0.89,-1.24,0.435136,3.066,4.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-ntn_edge_1-1B_2SH_Chnl_1-ntn_edge,2SH,-0.2558706400000012,-0.2787396700000002,0.5542916372794764,0.7485,0.2597402597402597,2213.0,4106.85,1.855786807,0.027541508,68.16168,1.0,1260.62572752,1.78592,959.35253984,1.40733,1.9477,0.03,-0.38,1.330512,3.271,4.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-ntn_edge_1-1B_4Br_Chnl_1-ntn_edge,4Br,0.1309733000000008,0.1309732999999999,1.9526396146843403,0.7485,0.2597402597402597,2213.0,4106.85,1.855786807,0.027541508,319.616,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,0.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-ntn_edge_1-1B_4CN_Chnl_1-ntn_edge,4CN,0.44410959,0.4006026669999998,0.8866019468653565,0.7485,0.2597402597402597,2213.0,4106.85,1.855786807,0.027541508,104.072,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,0.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-ntn_edge_1-1B_4F_Chnl_1-ntn_edge,4F,-0.5428603999999986,-0.5428604020000001,0.4255522395822666,0.7485,0.2597402597402597,2213.0,4106.85,1.855786807,0.027541508,75.992,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,0.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-ntn_edge_2-1B_4H_Chnl,4H,0.0,0.0,0.0,0.828675,0.3076923076923077,1677.79,5218.02,3.110061984,0.018697918,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-ntn_edge_2-1B_2Br_Chnl,2Br,-0.7405544499999976,-0.7405544439999998,1.3145746692519609,0.828675,0.3076923076923077,1677.79,5218.02,3.110061984,0.018697918,161.82368,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,2.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-ntn_edge_2-1B_2CF3_Chnl,2CF3,-1.5619142299999993,-1.6313879079999998,0.743064817720084,0.828675,0.3076923076923077,1677.79,5218.02,3.110061984,0.018697918,140.02768,3.0,1547.84544496,1.486,1747.93181432,1.38152,1.9944,0.0,4.29,1.06692,11.061,2.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-ntn_edge_2-1B_2CH3_Chnl,2CH3,-0.5347452399999995,-0.6042189199999999,-0.5239698491001779,0.828675,0.3076923076923077,1677.79,5218.02,3.110061984,0.018697918,32.08568,3.0,1385.19432776,1.1094,1385.19432776,1.1094,1.8861,0.0,-1.05,0.991608,9.378,8.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-ntn_edge_2-1B_2CN_Chnl,2CN,-0.1729138399999996,-0.2004827569999996,0.4524599203816049,0.828675,0.3076923076923077,1677.79,5218.02,3.110061984,0.018697918,54.05168,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,2.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-ntn_edge_2-1B_2F_Chnl,2F,-0.5226060399999994,-0.5226060349999999,0.7876453221161288,0.828675,0.3076923076923077,1677.79,5218.02,3.110061984,0.018697918,40.01168,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,2.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-ntn_edge_2-1B_2NH2_Chnl,2NH2,-0.5706764299999989,-0.6210196779999999,0.1048540085916478,0.828675,0.3076923076923077,1677.79,5218.02,3.110061984,0.018697918,34.05968,2.0,2344.16520312,1.42319,2208.74933184,1.04442,1.7385,0.49,-1.68,0.656888,6.182,6.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-ntn_edge_2-1B_2NO2_Chnl,2NO2,-0.2163670299999971,-0.2667102739999998,1.7175368975522929,0.828675,0.3076923076923077,1677.79,5218.02,3.110061984,0.018697918,94.02568,2.0,2349.09512664,1.4222,4052.91783224,1.26107,2.0518,0.49,0.8,0.790776,7.496,2.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-ntn_edge_2-1B_2OH_Chnl,2OH,-0.5758780199999975,-0.6034469349999998,0.4122345551891531,0.828675,0.3076923076923077,1677.79,5218.02,3.110061984,0.018697918,36.02968,1.0,2395.17435544,1.36631,2342.81619784,0.99025,1.6062,0.89,-1.24,0.435136,3.066,4.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-ntn_edge_2-1B_2SH_Chnl,2SH,-0.598582829999998,-0.6261517449999998,1.3305955368548243,0.828675,0.3076923076923077,1677.79,5218.02,3.110061984,0.018697918,68.16168,1.0,1260.62572752,1.78592,959.35253984,1.40733,1.9477,0.03,-0.38,1.330512,3.271,4.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-ntn_edge_2-1B_4Br_Chnl,4Br,-0.3172289999999975,-0.3172289969999999,3.65481345837469,0.828675,0.3076923076923077,1677.79,5218.02,3.110061984,0.018697918,319.616,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,0.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_2-ntn_edge_2-1B_4CN_Chnl,4CN,0.5214459800000029,0.4711027300000001,1.7658883526506486,0.828675,0.3076923076923077,1677.79,5218.02,3.110061984,0.018697918,104.072,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,0.0
